time,x,y,z,qx,qy,qz,qw
1780364421.3726957,4.029042272055268,-3.418545127637036,0.0,0.0,0.0,0.9921490030011965,0.12506140829101495
1780364421.5039973,3.986549089032192,-3.3911505669694053,0.0,0.0,0.0,0.991690712113326,0.12864498244457218
1780364421.6249974,3.901090504695445,-3.3379844765162154,0.0,0.0,0.0,0.9915475270486109,0.1297439848462508
1780364421.744935,3.8561146066636245,-3.3309294616764165,0.0,0.0,0.0,0.9914497565676527,0.13048900414189055
1780364421.8898327,3.8075269743674354,-3.3058381769147753,0.0,0.0,0.0,0.9911279970777784,0.1329108475956396
1780364422.05664,3.7676237806131296,-3.2845773917376713,0.0,0.0,0.0,0.9907373138004002,0.13579239685478478
1780364422.2034254,3.730567518616305,-3.2454855350389256,0.0,0.0,0.0,0.9903731199861505,0.1384235645000443
1780364422.3666403,3.6849460870378516,-3.2278298301277797,0.0,0.0,0.0,0.9900398056447693,0.14078772403468748
1780364422.7772107,3.632267342142474,-3.2125811636361363,0.0,0.0,0.0,0.9897652489085056,0.1427051227289478
1780364422.961372,3.5906697501032085,-3.1741924411340587,0.0,0.0,0.0,0.9896699194272018,0.1433647466462931
1780364423.1376328,3.4937231942091516,-3.1547297598203174,0.0,0.0,0.0,0.989172723669553,0.14675599731581024
1780364423.320682,3.537143197779935,-3.0367962786220657,0.0,0.0,0.0,0.987911898126772,0.15501639119640984
1780364423.4842956,3.4936282610611653,-2.998289724731133,0.0,0.0,0.0,0.987668306183739,0.15656090495441058
1780364423.6097558,3.4576579078138674,-2.9537956297210273,0.0,0.0,0.0,0.9872425145877168,0.15922379655855992
1780364423.7285674,3.40849724663394,-2.942859065937774,0.0,0.0,0.0,0.9868931110024579,0.16137530001797182
1780364423.852725,3.3807874714397346,-2.915946942548598,0.0,0.0,0.0,0.986555625054094,0.1634258200962318
1780364424.009754,3.3275742163523327,-2.909984913204046,0.0,0.0,0.0,0.986602313281673,0.16314372628836035
1780364424.1924715,3.299146754862524,-2.8790034790667858,0.0,0.0,0.0,0.9865407492828249,0.16351559560018292
1780364424.3731315,3.254414227619823,-2.88204644113856,0.0,0.0,0.0,0.9860593565693906,0.16639394616980316
